id,nombre,provincia,partido,periodoLegal,periodoReal,reemplazo,observaciones,foto,email,telefono,redes,partido_normalizado,rol_provincial,abstenciones,ausencias,lev.vot.,votos_negativos,votos_afirmativos,votos_total,participation_pct
580,"Bullrich, Patricia",Ciudad Autónoma de Buenos Aires,Alianza la Libertad Avanza,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/580.gif,patricia.bullrich@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Mayoría,2,0,0.0,4,95,101,54.89
581,"Monteverde, Agustín Aníbal",Ciudad Autónoma de Buenos Aires,Alianza la Libertad Avanza,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/581.gif,agustin.monteverde@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Mayoría,1,0,0.0,5,95,101,54.89
498,"Recalde, Mariano",Ciudad Autónoma de Buenos Aires,Fuerza Patria,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/498.gif,mariano.recalde@senado.gob.ar,(+54 11) 28223000,,Fuerza Patria,Primera Minoría,1,10,0.0,67,23,101,49.46
461,"Espínola, Carlos Mauricio",Corrientes,Frente Todos,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2021-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/461.gif,carlos.espinola@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Primera Minoría,0,6,0.0,3,92,101,51.63
525,"Valenzuela, Mercedes Gabriela",Corrientes,Eco + Vamos Corrientes,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2021-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/525.gif,mercedes.valenzuela@senado.gob.ar,(+54 11) 28223000,,Eco + Vamos Corrientes,Mayoría,0,4,0.0,4,93,101,52.72
524,"Vischi, Eduardo Alejandro",Corrientes,Eco + Vamos Corrientes,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2021-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/524.gif,eduardo.vischi@senado.gob.ar,(+54 11) 28223000,,Eco + Vamos Corrientes,Mayoría,0,0,0.0,4,97,101,54.89
522,"Alvarez Rivero, Carmen",Córdoba,Juntos por el Cambio,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2021-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/522.gif,carmen.alvarez@senado.gob.ar,(+54 11) 28223000,,Unión Cívica Radical,Mayoría,0,0,,0,0,0,0.0
400,"Juez, Luis Alfredo",Córdoba,Juntos por el Cambio,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2021-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/400.gif,luis.juez@senado.gob.ar,(+54 11) 28223000,,Unión Cívica Radical,Mayoría,0,11,0.0,4,86,101,48.91
523,"Vigo, Alejandra María",Córdoba,Hacemos por Córdoba,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2021-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/523.gif,alejandra.vigo@senado.gob.ar,(+54 11) 28223000,,Hacemos por Córdoba,Primera Minoría,16,15,0.0,19,51,101,46.74
583,"Almeida, Romina María",Entre Ríos,Alianza la Libertad Avanza,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/583.gif,romina.almeida@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Mayoría,1,0,0.0,5,95,101,54.89
584,"Bahl, Adán Humberto",Entre Ríos,Fuerza Entre Ríos,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/584.gif,adan.bahl@senado.gob.ar,(+54 11) 28223000,,Fuerza Entre Ríos,Primera Minoría,2,8,0.0,66,25,101,50.54
582,"Benegas Lynch, Joaquín Alberto",Entre Ríos,Alianza la Libertad Avanza,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/582.gif,joaquin.benegaslynch@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Mayoría,1,1,0.0,5,94,101,54.35
477,"González, María Teresa Margarita",Formosa,Alianza Unión por la Patria,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/477.gif,maria.gonzalez@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Mayoría,1,0,0.0,68,32,101,54.89
294,"Mayans, José Miguel Ángel",Formosa,Alianza Unión por la Patria,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/294.gif,mayans@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Mayoría,1,0,0.0,70,30,101,54.89
551,"Paoltroni, Francisco Manuel",Formosa,Alianza la Libertad Avanza,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/551.gif,francisco.paoltroni@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Primera Minoría,1,4,0.0,4,92,101,52.72
552,"Atauche, Ezequiel",Jujuy,Partido Renovador Federal,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/552.gif,ezequiel.atauche@senado.gob.ar,(+54 11) 28223000,,Partido Renovador Federal,Mayoría,1,0,0.0,5,95,101,54.89
553,"Bedia, Vilma Facunda",Jujuy,Partido Renovador Federal,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/553.gif,vilma.bedia@senado.gob.ar,(+54 11) 28223000,,Partido Renovador Federal,Mayoría,1,1,0.0,5,94,101,54.35
554,"Moises, María Carolina",Jujuy,Alianza Unión por la Patria,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/554.gif,maria.moises@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Primera Minoría,0,0,,0,0,0,0.0
532,"Bensusán, Daniel Pablo",La Pampa,Frente de Todos,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2021-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/532.gif,daniel.bensusan@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Primera Minoría,1,0,0.0,69,31,101,54.89
531,"Huala, María Victoria",La Pampa,Juntos por el Cambio,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2021-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/531.gif,victoria.huala@senado.gob.ar,(+54 11) 28223000,,Unión Cívica Radical,Mayoría,0,0,,0,0,0,0.0
530,"Kroneberger, Daniel Ricardo",La Pampa,Juntos por el Cambio,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2021-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/530.gif,daniel.kroneberger@senado.gob.ar,(+54 11) 28223000,,Unión Cívica Radical,Mayoría,0,0,0.0,13,88,101,54.89
555,"López, María Florencia",La Rioja,Alianza Unión por la Patria,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/555.gif,florencia.lopez@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Mayoría,1,10,0.0,67,23,101,49.46
557,"Pagotto, Juan Carlos",La Rioja,Alianza la Libertad Avanza,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/557.gif,juan.pagotto@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Primera Minoría,1,0,0.0,5,95,101,54.89
556,"Rejal, Jesús Fernando",La Rioja,Alianza Unión por la Patria,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/556.gif,jesus.rejal@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Mayoría,1,0,0.0,69,31,101,54.89
571,"Suárez, Rodolfo Alejandro",Mendoza,Frente Cambia Mendoza,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/571.gif,rodolfo.suarez@senado.gob.ar,(+54 11) 28223000,,Frente Cambia Mendoza,Mayoría,0,2,0.0,4,95,101,53.8
533,"Cornejo, Alfredo Victor",Mendoza,Frente Cambia Mendoza,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2021-12-10', 'fin': '2023-12-09'}",,,https://api.argentinadatos.com/static/senado/senadores/533.gif,,,,Frente Cambia Mendoza,Mayoría,0,0,,0,0,0,0.0
468,"Fernández Sagasti, Anabel",Mendoza,Justicialista,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2021-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/468.gif,anabel.fernandezsagasti@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Primera Minoría,1,16,0.0,62,22,101,46.2
558,"Arce, Carlos Omar",Misiones,Frente Renovador de la Concordia-Innovación Federal,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/558.gif,carlos.arce@senado.gob.ar,(+54 11) 28223000,,Frente Renovador de la Concordia-Innovación Federal,Mayoría,0,0,0.0,3,98,101,54.89
560,"Goerling Lara, Enrique Martín",Misiones,Juntos por el Cambio,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/560.gif,martin.goerling@senado.gob.ar,(+54 11) 28223000,,Unión Cívica Radical,Primera Minoría,0,1,0.0,4,96,101,54.35
559,"Rojas Decut, Sonia Elizabeth",Misiones,Frente Renovador de la Concordia-Innovación Federal,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/559.gif,sonia.rojas@senado.gob.ar,(+54 11) 28223000,,Frente Renovador de la Concordia-Innovación Federal,Mayoría,0,0,0.0,3,98,101,54.89
586,"Cervi, Mario Pablo",Neuquén,Alianza la Libertad Avanza,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/586.gif,mario.cervi@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Mayoría,1,1,0.0,5,94,101,54.35
587,"Corroza, Julieta",Neuquén,La Neuquinidad,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/587.gif,julieta.corroza@senado.gob.ar,(+54 11) 28223000,,la Neuquinidad,Primera Minoría,9,9,0.0,14,69,101,50.0
585,"Márquez, Nadia Judith",Neuquén,Alianza la Libertad Avanza,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/585.gif,nadia.marquez@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Mayoría,0,0,,0,0,0,0.0
590,"Fullone, Enzo Paolo",Río Negro,Alianza la Libertad Avanza,"{'inicio': '2025-12-26', 'fin': '2031-12-09'}","{'inicio': '2025-12-26', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/590.gif,enzo.fullone@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Primera Minoría,1,0,0.0,5,95,101,54.89
589,"Marks, Ana Inés",Río Negro,Fuerza Patria,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/589.gif,ana.marks@senado.gob.ar,(+54 11) 28223000,,Fuerza Patria,Mayoría,1,0,1.0,69,30,100,54.35
588,"Soria, Martin Ignacio",Río Negro,Fuerza Patria,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/588.gif,martin.soria@senado.gob.ar,(+54 11) 28223000,,Fuerza Patria,Mayoría,0,0,,0,0,0,0.0
592,"Guzmán Coraita, Gonzalo",Salta,Alianza la Libertad Avanza,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/592.gif,gonzalo.guzman@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Mayoría,1,0,0.0,5,95,101,54.89
591,"Orozco, María Emilia",Salta,Alianza la Libertad Avanza,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/591.gif,maria.orozco@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Mayoría,1,0,1.0,5,94,100,54.35
593,"Royon, Flavia Gabriela",Salta,Primero Los Salteños,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/593.gif,flavia.royon@senado.gob.ar,(+54 11) 28223000,,Primero Los Salteños,Primera Minoría,0,0,,0,0,0,0.0
562,"Giménez Navarro, María Celeste",San Juan,Alianza Unión por la Patria,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/562.gif,mcgimeneznavarro@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Mayoría,1,0,0.0,70,30,101,54.89
563,"Olivera Lucero, Bruno Antonio",San Juan,Alianza la Libertad Avanza,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/563.gif,bruno.olivera@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Primera Minoría,1,0,0.0,5,95,101,54.89
561,"Uñac, Sergio Mauricio",San Juan,Alianza Unión por la Patria,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/561.gif,sergio.unac@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Mayoría,1,2,0.0,60,38,101,53.8
564,"Abdala, Bartolomé Esteban",San Luis,Alianza la Libertad Avanza,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/564.gif,bartolome.abdala@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Mayoría,1,0,0.0,5,95,101,54.89
565,"Arrascaeta, Ivanna Marcela",San Luis,Alianza la Libertad Avanza,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/565.gif,ivanna.arrascaeta@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Mayoría,1,2,0.0,5,93,101,53.8
566,"Salino, Fernando Aldo",San Luis,Alianza Unión por la Patria,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/566.gif,fernando.salino@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Primera Minoría,1,0,0.0,69,31,101,54.89
567,"Carambia, José María",Santa Cruz,Alianza por Santa Cruz,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/567.gif,jose.carambia@senado.gob.ar,(+54 11) 28223000,,Alianza por Santa Cruz,Mayoría,1,8,0.0,45,47,101,50.54
568,"Gadano, Natalia Elena",Santa Cruz,Alianza por Santa Cruz,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/568.gif,natalia.gadano@senado.gob.ar,(+54 11) 28223000,,Alianza por Santa Cruz,Mayoría,1,2,0.0,45,53,101,53.8
366,"Kirchner, Alicia Margarita Antonia",Santa Cruz,Alianza Unión por la Patria,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/366.gif,alicia.kirchner@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Primera Minoría,1,0,0.0,70,30,101,54.89
573,"Galaretto, Eduardo Horacio",Santa Fe,Juntos por el Cambio,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/573.gif,eduardo.galaretto@senado.gob.ar,(+54 11) 28223000,,Unión Cívica Radical,Mayoría,0,0,0.0,4,97,101,54.89
536,"Losada, Carolina",Santa Fe,Juntos por el Cambio,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2021-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/536.gif,carolina.losada@senado.gob.ar,(+54 11) 28223000,,Unión Cívica Radical,Mayoría,0,0,0.0,4,97,101,54.89
538,"Lewandowski, Marcelo Néstor",Santa Fe,Frente de Todos,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2021-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/538.gif,marcelo.lewandowski@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Primera Minoría,1,8,0.0,66,26,101,50.54
594,"Moreno, Elia Esther del Carmen",Santiago del Estero,Frente Cívico por Santiago,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/594.gif,elia.moreno@senado.gob.ar,(+54 11) 28223000,,Frente Cívico por Santiago,Mayoría,0,0,,0,0,0,0.0
510,"Neder, José Emilio",Santiago del Estero,Frente Fuerza Patria Peronista,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/510.gif,jose.neder@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Primera Minoría,1,1,0.0,67,32,101,54.35
450,"Zamora, Gerardo",Santiago del Estero,Frente Cívico por Santiago,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/450.gif,gerardo.zamora@senado.gob.ar,(+54 11) 28223000,,Frente Cívico por Santiago,Mayoría,1,5,0.0,66,29,101,52.17
595,"Coto, Agustín Pedro","Tierra del Fuego, Antártida e Islas del Atlántico Sur",Alianza la Libertad Avanza,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/595.gif,agustin.coto@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Mayoría,0,0,,0,0,0,0.0
574,"López, Cándida Cristina","Tierra del Fuego, Antártida e Islas del Atlántico Sur",Alianza Frente de Todos,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/574.gif,cristina.lopez@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Primera Minoría,0,4,0.0,71,26,101,52.72
596,"Monte de Oca, María Belén","Tierra del Fuego, Antártida e Islas del Atlántico Sur",Alianza la Libertad Avanza,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/596.gif,belen.montedeoca@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Mayoría,0,0,,0,0,0,0.0
541,"Avila, Beatriz Luisa",Tucumán,Juntos por el Cambio,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2021-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/541.gif,beatriz.avila@senado.gob.ar,(+54 11) 28223000,,Unión Cívica Radical,Primera Minoría,0,0,,0,0,0,0.0
576,"Manzur, Juan Luis",Tucumán,Alianza Frente de Todos,"{'inicio': '2023-12-09', 'fin': '2029-12-09'}","{'inicio': '2023-12-09', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/576.gif,juan.manzur@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Mayoría,1,1,0.0,68,31,101,54.35
540,"Mendoza, Sandra Mariela",Tucumán,Frente de Todos,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2021-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/540.gif,sandra.mendoza@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Mayoría,0,0,0.0,39,62,101,54.89
